simTime,stationId,senderId,longitude(10^-7*degree),latitude(10^-7*degree),heading(10^-1*degree),speed(10^-2*meter/sec),driveDirection(0:forward,1:backward),acceleration(10^-3*meter/sec^2),curvature(10^-4*meter^-1),yawRate(10^-2*degree/sec)
11.115685114852,2357136044,1982038771,327847472,398913104,900,22,0,2571,0,3
11.225421122026,2357136044,1982038771,327847868,398912648,905,32,0,2548,0,2
11.246408794688,1982038771,2357136044,327859920,398912999,905,2007,0,2579,0,-4
11.445421136339,2357136044,1982038771,327847533,398912660,898,95,0,2280,0,1
11.446144807698,1982038771,2357136044,327860403,398912871,895,2034,0,2266,0,0
12.026144845256,1982038771,2357136044,327861653,398912864,901,2159,0,1542,0,-2
12.135421180995,2357136044,1982038771,327848091,398912900,902,264,0,1728,0,-4
12.216144857513,1982038771,2357136044,327862607,398912921,900,2204,0,2268,0,0
12.406408869753,1982038771,2357136044,327862897,398913010,900,2243,0,2147,0,-6
12.586144881358,1982038771,2357136044,327863504,398913101,909,2278,0,1615,0,5
13.395685262293,2357136044,1982038771,327848319,398913018,906,494,0,1474,0,-2
13.456408937528,1982038771,2357136044,327865666,398912768,911,2449,0,2115,0,-8
13.626144948501,1982038771,2357136044,327866327,398913028,902,2494,0,1409,0,-3
13.645421278432,2357136044,1982038771,327848803,398912812,898,567,0,1919,0,0
13.796144959462,1982038771,2357136044,327866809,398913024,901,2520,0,1705,0,1
13.895685294551,2357136044,1982038771,327849097,398912638,895,609,0,1556,0,2
14.116144980107,1982038771,2357136044,327867725,398912777,900,2569,0,1996,0,1
14.276144990422,1982038771,2357136044,327868168,398912992,913,2600,0,2333,0,-1
14.665421344269,2357136044,1982038771,327849352,398913157,903,746,0,1669,0,4
14.896145030489,1982038771,2357136044,327869922,398912989,904,2714,0,1336,0,-13
14.925685361066,2357136044,1982038771,327849588,398912669,904,785,0,1596,0,-4
15.196409049842,1982038771,2357136044,327871043,398912865,897,2770,0,1577,0,7
15.435685393933,2357136044,1982038771,327850330,398913011,898,905,0,2271,0,-1
15.496145069155,1982038771,2357136044,327872179,398912915,909,2834,0,2148,0,-7
15.685421410029,2357136044,1982038771,327850574,398912861,903,966,0,1659,0,-6
15.786409087829,1982038771,2357136044,327872942,398912965,897,2912,0,2462,0,1
15.92614509684,1982038771,2357136044,327873842,398912840,902,2932,0,2085,0,0
15.935685426126,2357136044,1982038771,327850632,398912892,896,995,0,1747,0,5
16.06614510585,1982038771,2357136044,327873934,398912858,900,2938,0,1662,0,-5
16.206145114861,1982038771,2357136044,327874611,398913191,901,2977,0,1612,0,6
16.346409123874,1982038771,2357136044,327875606,398912780,900,2999,0,1844,0,0
16.445685458958,2357136044,1982038771,327851623,398912903,892,1099,0,2373,0,-4
16.705421475711,2357136044,1982038771,327851540,398912941,893,1153,0,1520,0,0
16.965685492454,2357136044,1982038771,327852105,398912905,897,1183,0,2580,0,-7
17.54614520121,1982038771,2357136044,327879121,398912827,900,3231,0,2228,0,4
17.74542154275,2357136044,1982038771,327853693,398913059,901,1337,0,1324,0,0
17.806145217981,1982038771,2357136044,327880327,398912971,899,3283,0,2357,0,1
17.98568555823,2357136044,1982038771,327853940,398913086,896,1402,0,1297,0,5
18.066145234746,1982038771,2357136044,327881076,398912793,908,3343,0,1871,0,-1
18.225421573705,2357136044,1982038771,327854100,398912812,904,1447,0,1773,0,-2
18.306145250226,1982038771,2357136044,327881911,398912724,903,3388,0,2041,0,4
18.42614525797,1982038771,2357136044,327882770,398912854,902,3423,0,2206,0,9
18.666145273451,1982038771,2357136044,327884077,398913045,895,3476,0,1701,0,0
18.705685604674,2357136044,1982038771,327855442,398912747,896,1526,0,2311,0,4
18.965421621457,2357136044,1982038771,327855281,398912761,896,1583,0,1466,0,5
19.146409304435,1982038771,2357136044,327885398,398912998,900,3539,0,1408,0,7
19.736409342558,1982038771,2357136044,327888535,398913050,897,3667,0,2512,0,-1
19.935685684074,2357136044,1982038771,327857076,398912841,900,1753,0,1399,0,2
20.165421698571,2357136044,1982038771,327857683,398912915,910,1830,0,1638,0,4
20.396145384089,1982038771,2357136044,327890935,398913008,893,3690,0,554,0,1
21.025421111166,4184398590,1982038771,327859454,398912836,904,1987,0,1348,0,-2
21.056145761112,4184398590,2357136044,327893471,398912895,901,3697,0,595,0,-3
21.114223574232,1982038771,4184398590,327848028,398912870,900,6,0,2498,0,4
21.223959581445,1982038771,4184398590,327847790,398912917,899,44,0,2361,0,0
21.333959588639,1982038771,4184398590,327847660,398912803,888,105,0,2580,0,7
21.333960580816,2357136044,4184398590,327847660,398912803,888,105,0,2580,0,7
21.435421138018,4184398590,1982038771,327860908,398912831,898,2061,0,1698,0,5
21.635421151043,4184398590,1982038771,327860862,398912741,900,2100,0,1690,0,-7
21.674223610791,1982038771,4184398590,327848048,398912952,896,159,0,2199,0,2
21.716145458631,1982038771,2357136044,327896714,398912988,892,3689,0,604,0,3
21.825685163385,4184398590,1982038771,327861822,398912789,896,2125,0,2497,0,6
21.903959625719,1982038771,4184398590,327848002,398912750,901,188,0,2275,0,5
21.903960647983,2357136044,4184398590,327848002,398912750,901,188,0,2275,0,5
22.015421175699,4184398590,1982038771,327862007,398913046,904,2179,0,1502,0,-1
22.046145475503,1982038771,2357136044,327898635,398913123,891,3678,0,-960,0,5
22.20542118799,4184398590,1982038771,327862569,398912952,892,2200,0,2302,0,3
22.205421812079,2357136044,1982038771,327862569,398912952,892,2200,0,2302,0,3
22.364223655492,1982038771,4184398590,327847975,398912977,902,321,0,2584,0,5
